Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),label
486,1.1,22.3,10.4,9.2,12.3,999,Balanced
241,26.2,17.1,46.9,9.5,8.9,601,Balanced
317,43.2,48.2,5.8,6.5,42.1,796,Balanced
89,44.9,48.3,7.5,3.8,35.0,994,Unbalanced
355,2.6,61.0,5.0,0.8,39.3,603,Unbalanced
488,9.5,84.7,4.6,2.2,18.8,254,Unbalanced
175,31.1,16.0,26.2,5.4,38.9,642,Unbalanced
313,31.7,15.3,23.5,3.5,17.1,850,Unbalanced
554,32.0,76.0,23.2,0.5,8.0,780,Balanced
567,23.5,15.9,8.6,7.6,40.9,558,Balanced
322,34.6,23.3,46.2,3.1,24.6,690,Unbalanced
174,20.8,79.5,23.5,0.6,29.8,164,Unbalanced
225,7.6,34.7,47.5,2.9,25.7,675,Balanced
323,45.5,33.7,40.3,3.0,27.7,94,Unbalanced
119,9.5,90.5,25.0,6.4,33.8,515,Balanced
457,48.1,47.5,3.9,7.6,48.5,762,Unbalanced
507,28.0,41.2,25.7,9.9,35.7,4,Balanced
161,20.5,14.5,45.6,3.4,42.5,995,Unbalanced
267,37.8,40.3,44.4,7.5,25.1,622,Balanced
319,7.9,41.4,27.4,0.1,41.6,345,Balanced
408,36.4,47.0,48.9,9.0,32.7,554,Balanced
103,49.5,13.7,6.6,9.1,39.4,722,Balanced
278,43.5,23.7,34.7,2.8,6.2,81,Unbalanced
280,19.9,80.1,47.5,3.1,49.6,284,Balanced
564,19.8,27.4,34.2,5.5,31.9,157,Balanced
167,15.4,44.4,11.0,5.5,13.9,998,Unbalanced
271,46.4,72.5,6.3,1.3,10.5,824,Balanced
199,43.6,80.2,19.4,8.2,38.1,431,Balanced
98,25.9,91.0,17.9,1.0,0.2,104,Unbalanced
412,16.1,98.5,30.5,2.8,27.4,116,Balanced
67,32.3,81.8,12.9,8.7,39.5,536,Balanced
361,20.8,95.3,6.9,9.4,25.9,397,Balanced
489,5.6,98.7,45.2,6.6,17.6,447,Unbalanced
469,32.5,28.2,13.2,7.2,25.7,393,Balanced
219,15.9,85.3,28.8,0.3,15.2,622,Balanced
218,43.6,74.5,39.2,8.7,15.7,451,Balanced
343,27.2,85.5,37.0,6.0,46.7,892,Balanced
277,10.3,21.7,36.8,1.1,43.2,452,Balanced
322,19.8,69.6,34.5,9.3,48.1,415,Balanced
187,27.4,7.0,14.4,1.9,8.8,731,Unbalanced
458,34.4,73.2,32.5,6.3,41.0,688,Balanced
356,12.2,40.2,46.4,3.0,12.3,777,Balanced
542,49.1,66.9,44.9,6.5,44.4,497,Balanced
546,44.5,49.6,7.2,6.3,29.6,431,Balanced
78,9.5,70.0,3.7,3.3,25.4,938,Unbalanced
198,11.2,60.8,20.7,7.9,39.8,15,Balanced
95,28.9,50.8,8.5,4.5,8.6,586,Unbalanced
347,4.6,76.9,44.9,4.1,15.2,468,Unbalanced
199,17.5,71.6,48.2,1.3,24.4,58,Unbalanced
414,44.1,88.4,31.4,3.2,18.4,338,Unbalanced
99,11.6,14.8,49.0,2.1,48.5,464,Balanced
586,10.7,91.7,46.5,5.9,16.3,706,Balanced
282,33.9,72.2,38.2,4.7,30.2,522,Unbalanced
264,44.0,95.0,37.7,4.8,47.3,741,Unbalanced
202,1.2,32.7,36.5,7.5,8.9,615,Balanced
473,25.0,44.8,38.0,3.8,18.1,429,Balanced
113,14.1,93.3,48.7,2.4,41.0,154,Unbalanced
162,47.0,51.1,16.0,7.8,49.5,719,Unbalanced
516,4.5,37.3,30.4,7.8,6.2,262,Unbalanced
442,39.9,91.3,1.9,6.0,42.4,258,Unbalanced
115,20.9,10.2,42.6,8.6,4.6,326,Balanced
194,46.8,46.5,17.3,5.0,25.3,817,Unbalanced
552,6.7,55.4,44.1,2.9,41.9,763,Unbalanced
262,31.5,10.0,30.0,5.4,20.9,890,Unbalanced
435,19.7,31.5,11.5,6.6,38.9,988,Balanced
145,15.2,91.9,21.2,7.5,44.7,906,Unbalanced
540,21.9,42.1,24.4,2.9,8.9,999,Balanced
565,33.7,73.7,49.2,2.9,41.2,872,Balanced
403,23.8,52.1,6.7,5.1,0.5,183,Balanced
479,43.4,58.0,43.0,7.9,21.9,394,Balanced
282,2.9,85.8,48.7,0.4,34.4,249,Unbalanced
134,27.5,73.5,29.5,1.8,47.6,222,Unbalanced
150,44.6,44.3,32.7,8.3,14.8,734,Balanced
107,30.9,59.8,12.4,1.9,32.0,918,Unbalanced
206,7.4,61.7,5.2,9.1,17.2,217,Balanced
433,25.2,84.4,38.5,4.4,6.7,18,Balanced
77,39.0,58.8,46.5,6.7,18.1,464,Unbalanced
67,18.6,70.4,18.9,6.1,37.6,4,Unbalanced
393,37.7,34.4,31.2,4.9,48.3,7,Unbalanced
493,40.3,40.3,21.5,7.4,15.6,657,Balanced
397,27.2,25.9,43.9,1.2,36.1,442,Balanced
284,11.7,37.1,1.2,8.4,31.5,613,Balanced
81,3.3,23.7,33.7,5.2,27.9,493,Balanced
593,8.4,64.6,42.2,7.2,35.2,324,Unbalanced
244,15.5,5.5,18.1,1.4,7.3,514,Balanced
392,5.8,74.1,45.4,3.8,45.6,805,Unbalanced
301,12.9,57.5,36.2,2.3,22.5,900,Balanced
147,36.0,70.6,23.9,0.9,48.1,339,Unbalanced
429,13.5,7.5,37.4,1.1,42.1,753,Balanced
290,17.6,65.6,8.0,6.8,42.3,573,Balanced
154,14.4,77.4,44.9,3.4,40.2,989,Unbalanced
125,6.3,73.2,11.8,9.8,18.5,368,Balanced
245,17.9,80.3,31.0,7.6,22.9,85,Balanced
244,32.2,56.8,34.1,10.0,19.8,868,Balanced
354,16.4,22.8,17.1,0.1,29.6,217,Balanced
442,31.3,53.1,7.6,3.0,14.7,359,Balanced
504,41.3,57.1,33.4,3.7,25.3,628,Balanced
384,38.0,92.5,40.1,7.3,7.8,850,Unbalanced
267,49.0,61.2,14.9,6.8,25.8,911,Unbalanced
176,15.5,32.5,8.2,1.8,23.2,283,Unbalanced
137,47.9,82.6,1.0,2.4,46.5,125,Unbalanced
209,10.9,90.0,8.3,8.1,19.9,687,Balanced
226,16.6,72.2,23.9,4.1,25.7,973,Balanced
446,40.0,63.6,24.8,1.0,10.5,885,Balanced
263,44.6,67.6,42.0,7.3,19.8,195,Unbalanced
340,37.5,12.8,37.4,0.4,42.0,862,Unbalanced
600,37.4,66.3,20.2,5.4,43.4,88,Balanced
593,13.8,79.9,9.5,4.4,32.9,272,Balanced
288,25.6,43.3,33.5,3.4,33.6,292,Balanced
169,8.4,27.8,11.7,7.1,42.5,209,Balanced
455,28.9,58.6,28.6,3.1,25.4,279,Balanced
227,47.1,93.1,36.8,0.4,44.8,566,Unbalanced
108,29.9,71.0,2.3,8.4,32.3,90,Balanced
439,40.4,31.9,20.4,6.0,27.5,421,Unbalanced
119,26.3,27.4,45.0,6.4,24.0,707,Unbalanced
304,2.3,24.4,44.5,0.8,23.9,967,Unbalanced
186,3.0,53.4,17.7,1.7,16.7,655,Unbalanced
518,32.1,31.8,36.9,9.3,18.9,348,Balanced
347,37.0,7.8,40.0,2.7,3.5,732,Unbalanced
342,40.3,65.3,7.1,9.1,22.1,145,Balanced
456,24.0,64.2,10.9,8.6,47.1,317,Balanced
167,45.0,50.0,11.7,0.1,31.8,113,Unbalanced
409,22.7,67.6,46.4,0.3,45.9,426,Balanced
75,5.6,84.7,29.0,4.1,12.9,624,Balanced
108,8.0,84.5,33.3,0.4,33.0,121,Balanced
363,41.3,40.1,45.4,8.3,2.0,992,Balanced
163,22.1,47.3,3.7,5.5,24.2,88,Balanced
414,37.7,85.9,14.5,0.7,29.4,14,Balanced
478,5.2,66.3,32.9,5.1,6.1,520,Balanced
237,43.7,32.6,21.2,4.2,37.5,5,Balanced
367,29.3,93.4,22.9,7.3,41.8,651,Balanced
495,44.7,76.8,39.9,5.5,19.4,114,Balanced
205,40.8,72.1,31.5,4.7,20.7,117,Unbalanced
580,28.6,49.6,7.2,4.9,7.6,939,Balanced
448,28.1,18.9,2.3,2.8,12.5,347,Balanced
411,15.2,34.3,46.2,4.1,6.1,203,Balanced
484,30.0,97.7,31.8,9.4,40.9,200,Balanced
128,9.4,21.3,46.4,6.3,6.1,769,Balanced
154,23.4,48.2,30.6,2.3,11.1,266,Unbalanced
139,49.2,44.4,31.9,2.4,49.4,478,Unbalanced
269,23.8,86.4,41.1,4.6,34.5,323,Unbalanced
86,25.8,59.0,1.8,7.2,41.2,906,Unbalanced
338,46.0,6.3,8.0,8.9,21.2,721,Balanced
253,28.8,51.7,19.9,6.7,29.5,258,Unbalanced
266,4.1,47.7,12.1,4.2,6.0,529,Unbalanced
126,26.1,7.6,35.0,6.3,36.9,530,Unbalanced
266,37.7,8.6,1.7,8.3,46.7,197,Balanced
115,16.6,77.9,3.7,5.1,23.1,517,Balanced
195,25.0,88.3,11.6,4.6,6.1,716,Unbalanced
419,13.0,61.4,5.5,0.5,21.1,925,Balanced
364,48.3,79.0,29.5,0.7,33.8,466,Unbalanced
407,43.8,10.7,37.3,2.3,32.1,246,Unbalanced
573,28.4,80.4,6.1,3.0,16.2,758,Balanced
320,32.1,78.8,1.1,3.2,47.2,92,Unbalanced
434,1.5,45.8,48.8,0.0,28.3,417,Unbalanced
463,32.3,86.3,37.3,4.6,14.8,107,Balanced
398,1.1,73.2,2.0,8.8,17.6,850,Balanced
204,29.6,56.4,41.2,7.5,21.6,300,Unbalanced
64,24.3,5.6,23.4,0.3,11.4,677,Unbalanced
505,9.7,41.8,39.4,0.6,29.5,268,Unbalanced
350,16.6,47.7,17.2,9.4,23.7,101,Balanced
176,14.8,86.8,2.3,6.8,6.7,743,Balanced
541,4.1,62.0,17.4,9.0,18.0,766,Balanced
373,6.7,43.2,6.5,0.3,39.4,94,Balanced
242,20.2,75.5,19.2,2.8,29.2,275,Balanced
164,23.3,11.7,1.2,2.0,31.6,249,Unbalanced
137,38.1,93.5,29.0,9.3,17.0,286,Balanced
389,11.0,8.4,15.8,5.4,42.0,10,Balanced
556,43.8,69.7,25.6,8.3,30.0,288,Balanced
314,34.5,75.8,35.6,8.5,3.1,333,Balanced
264,33.2,7.1,37.5,1.3,31.2,830,Unbalanced
138,10.5,12.1,40.4,2.9,28.1,358,Balanced
164,34.4,85.4,33.7,8.3,36.5,899,Balanced
404,28.3,22.4,31.7,3.5,2.6,84,Balanced
427,39.5,27.8,9.4,4.9,5.5,249,Unbalanced
335,28.5,71.6,47.4,2.4,39.7,628,Balanced
515,3.4,59.3,40.0,3.6,49.1,25,Balanced
95,25.0,25.0,31.0,8.8,17.6,326,Balanced
242,11.2,11.2,41.9,7.5,3.8,437,Balanced
198,15.3,37.8,20.1,4.5,11.9,434,Balanced
464,42.3,5.9,16.9,4.7,35.0,295,Balanced
371,49.1,24.2,8.5,1.6,37.4,920,Balanced
283,38.4,20.9,2.9,3.6,7.2,513,Unbalanced
99,42.8,46.7,16.5,5.1,39.1,212,Unbalanced
365,18.7,45.1,34.0,2.3,14.8,677,Balanced
345,42.3,21.3,16.9,0.4,28.0,848,Unbalanced
99,11.2,41.3,14.3,3.2,31.2,596,Unbalanced
544,44.6,92.8,27.2,4.1,41.1,631,Balanced
419,47.2,34.7,30.0,0.8,9.8,205,Unbalanced
419,23.4,91.6,14.7,1.9,15.2,806,Balanced
128,2.9,47.5,34.8,0.8,32.7,44,Unbalanced
460,14.3,58.8,30.8,6.4,5.4,916,Balanced
268,36.8,55.2,13.3,0.5,19.4,233,Unbalanced
80,44.4,36.4,45.1,9.8,17.8,373,Balanced
597,30.0,12.8,36.6,8.1,19.5,111,Balanced
379,37.5,67.5,38.1,8.0,47.2,175,Balanced
387,30.6,18.0,9.2,3.4,13.8,703,Balanced
516,44.9,22.5,30.5,8.5,49.8,683,Balanced
448,31.3,21.8,43.3,1.9,4.7,970,Balanced
250,39.8,77.4,12.8,9.3,46.0,225,Balanced
497,15.7,64.3,17.5,6.9,41.9,337,Balanced
209,7.9,36.2,38.5,6.9,32.8,460,Balanced
173,9.8,49.2,6.8,3.5,18.8,617,Balanced
572,32.3,21.3,34.7,3.1,9.9,369,Balanced
137,9.8,70.9,41.0,6.1,39.3,341,Balanced
146,28.6,49.7,43.5,2.4,2.7,649,Unbalanced
240,13.7,22.6,8.2,2.9,22.9,377,Balanced
92,9.4,46.3,21.6,0.3,27.7,378,Unbalanced
525,9.0,98.8,36.0,2.3,37.3,701,Unbalanced
345,48.0,38.9,24.1,7.9,1.2,149,Balanced
472,2.8,27.8,25.8,9.7,3.2,911,Balanced
130,42.8,17.8,28.6,1.7,8.8,384,Balanced
188,45.8,36.5,14.1,8.0,10.1,944,Balanced
223,2.0,63.1,35.1,4.3,4.1,826,Unbalanced
539,25.6,84.5,33.2,4.5,32.7,215,Balanced
350,31.3,85.8,38.3,9.1,5.0,433,Balanced
365,33.9,57.0,37.2,0.8,28.8,759,Balanced
380,39.8,87.8,12.2,1.4,34.4,905,Balanced
508,33.6,91.0,7.0,7.6,30.7,219,Balanced
306,42.8,55.5,21.4,8.4,30.6,160,Balanced
514,4.7,30.0,1.3,9.0,5.6,732,Balanced
293,3.9,62.1,6.5,9.6,23.6,624,Balanced
533,38.8,26.1,16.4,9.6,18.6,936,Balanced
299,32.9,72.8,16.1,2.8,30.0,655,Unbalanced
510,38.3,53.3,35.4,3.0,15.6,102,Balanced
71,33.5,72.4,43.4,9.6,13.6,958,Balanced
412,32.1,94.6,8.4,7.3,23.2,184,Balanced
147,38.4,90.4,17.6,8.4,31.7,124,Balanced
173,33.5,83.8,18.4,4.5,18.6,651,Unbalanced
256,9.8,93.1,38.1,9.0,33.4,108,Balanced
314,21.3,95.0,9.3,0.1,21.9,514,Balanced
289,18.5,96.5,35.6,5.0,27.3,490,Balanced
558,46.9,13.9,38.0,8.2,9.8,745,Balanced
229,48.9,96.2,6.4,4.5,41.3,581,Balanced
313,17.6,42.3,46.4,8.5,27.3,282,Balanced
479,22.3,18.5,42.0,6.2,45.8,216,Balanced
464,13.1,31.1,23.3,4.6,4.4,70,Balanced
431,43.0,36.9,29.5,3.2,4.0,279,Unbalanced
407,46.7,30.7,25.7,4.2,29.9,831,Unbalanced
483,6.4,81.9,28.9,9.3,17.1,747,Balanced
191,28.9,53.8,44.6,9.2,47.7,811,Balanced
468,26.8,28.1,5.5,0.3,26.2,87,Balanced
73,46.9,29.6,30.2,3.5,3.7,428,Unbalanced
277,7.0,97.6,36.1,2.1,36.2,551,Balanced
388,1.9,20.0,16.7,8.8,47.2,175,Balanced
151,27.0,30.7,11.8,4.6,11.1,328,Unbalanced
558,46.1,28.7,4.4,8.2,42.8,759,Balanced
489,13.4,18.9,47.3,4.6,2.3,797,Balanced
153,14.9,81.4,5.1,5.6,26.4,628,Balanced
341,31.3,50.9,29.6,5.0,35.9,415,Balanced
154,25.7,34.5,41.7,5.7,0.5,75,Unbalanced
419,17.0,59.4,39.6,4.8,43.6,65,Balanced
216,5.3,57.3,42.7,0.4,44.1,85,Unbalanced
539,36.5,70.1,28.6,5.5,30.0,27,Balanced
422,14.9,66.5,32.4,9.6,1.2,964,Balanced
169,1.6,26.4,32.3,6.1,34.4,618,Balanced
208,14.2,54.2,38.1,5.9,2.3,913,Balanced
510,37.3,85.0,31.4,9.3,36.0,880,Balanced
255,26.7,76.3,27.0,2.6,40.9,837,Unbalanced
456,34.1,97.2,18.5,9.5,31.9,40,Balanced
470,20.0,91.7,40.1,0.1,6.9,121,Balanced
473,36.7,91.1,21.5,4.3,41.8,195,Balanced
524,43.6,75.2,45.0,6.4,11.1,154,Balanced
442,4.8,14.1,31.0,4.3,49.8,322,Unbalanced
370,33.6,18.6,45.3,0.8,16.2,573,Unbalanced
185,11.8,87.5,21.0,4.1,27.1,926,Balanced
495,13.4,66.2,14.6,8.8,16.2,901,Balanced
416,33.7,59.7,31.9,4.9,13.9,37,Balanced
522,7.8,32.7,32.7,0.4,28.2,159,Unbalanced
318,43.4,23.8,22.2,6.3,0.3,765,Unbalanced
253,19.8,13.0,38.3,2.9,41.2,298,Balanced
145,13.8,60.7,40.7,4.2,4.1,300,Unbalanced
389,30.1,17.0,27.5,1.6,23.8,844,Balanced
571,29.9,76.6,20.0,7.5,5.1,624,Balanced
412,32.6,18.1,11.3,0.4,1.7,489,Balanced
178,17.0,20.2,20.1,6.2,6.0,275,Balanced
275,6.3,19.8,30.2,5.8,3.2,195,Unbalanced
420,10.2,23.2,48.8,5.4,7.0,643,Unbalanced
165,37.6,94.8,7.6,3.5,44.5,148,Unbalanced
235,40.9,88.8,15.1,3.2,22.5,212,Unbalanced
409,41.7,23.2,24.9,7.7,37.9,741,Unbalanced
246,21.5,20.3,6.8,1.4,21.6,232,Balanced
467,39.6,63.4,26.1,7.3,30.0,576,Balanced
300,33.3,52.4,26.1,7.8,6.6,850,Unbalanced
565,21.3,94.1,18.5,3.2,6.4,103,Balanced
404,35.3,92.3,29.5,5.3,28.0,302,Balanced
431,49.5,68.6,1.5,0.4,27.0,338,Balanced
320,15.4,56.8,16.1,1.8,33.3,21,Balanced
70,15.7,5.3,23.8,7.4,14.4,11,Unbalanced
51,20.6,64.4,8.0,9.3,22.5,729,Balanced
404,15.9,55.4,46.3,1.4,10.6,981,Balanced
251,1.4,95.3,34.6,9.1,19.6,761,Balanced
110,35.8,62.2,40.3,8.8,47.0,77,Balanced
519,19.6,30.6,47.1,7.1,13.0,286,Balanced
327,36.0,46.6,47.3,1.1,39.3,55,Balanced
478,9.3,65.2,33.4,6.1,36.3,856,Balanced
60,1.8,81.1,40.2,0.5,19.9,573,Balanced
256,21.7,72.6,4.4,8.3,12.0,898,Balanced
282,3.3,58.7,38.3,8.0,28.3,477,Balanced
474,37.2,74.0,13.2,3.2,47.1,879,Balanced
408,1.7,83.8,26.2,3.5,22.4,29,Unbalanced
409,37.6,60.0,16.1,8.9,40.1,980,Balanced
476,21.8,47.0,24.0,7.6,11.7,648,Balanced
522,6.8,27.3,3.1,5.9,24.6,902,Unbalanced
442,23.3,29.5,16.8,9.1,18.9,927,Balanced
164,7.1,8.3,9.4,9.8,36.0,35,Balanced
220,33.9,28.3,17.6,7.9,22.1,124,Balanced
489,32.9,22.1,33.6,9.2,18.4,641,Balanced
316,14.0,14.9,14.5,7.3,47.7,583,Balanced
367,48.8,74.2,24.0,8.8,9.9,289,Balanced
317,19.3,79.7,29.3,2.0,49.3,667,Balanced
281,13.2,75.7,41.0,8.3,4.7,389,Balanced
289,20.1,12.4,15.4,7.0,7.0,337,Balanced
232,2.6,42.5,9.3,9.6,26.5,866,Balanced
101,46.9,6.7,5.6,4.3,38.8,153,Unbalanced
430,24.3,94.1,7.0,0.7,48.0,263,Balanced
367,42.6,13.8,24.5,7.6,45.6,122,Unbalanced
331,46.4,28.9,41.8,5.5,18.0,345,Unbalanced
103,6.3,77.0,17.4,5.8,36.8,86,Balanced
535,17.1,31.9,41.2,9.8,14.6,462,Balanced
308,15.0,24.0,14.6,5.0,25.5,652,Balanced
483,41.2,33.5,29.0,5.8,35.8,293,Balanced
354,43.8,48.0,13.7,7.3,45.7,10,Balanced
311,20.9,77.0,47.4,0.2,15.6,945,Balanced
425,22.7,5.7,2.5,8.9,10.2,718,Balanced
52,2.7,78.3,12.2,7.7,15.8,892,Balanced
171,26.0,17.8,17.1,2.2,39.0,616,Unbalanced
332,21.0,47.2,35.1,9.8,29.9,460,Balanced
232,2.6,88.5,4.9,8.4,9.3,425,Balanced
251,30.9,13.5,29.9,3.2,6.0,75,Unbalanced
325,15.2,58.8,21.4,2.1,36.2,23,Balanced
465,29.2,32.6,14.7,5.4,36.4,679,Balanced
159,20.6,35.9,34.1,9.6,50.0,634,Balanced
364,14.0,68.0,25.0,1.3,10.1,439,Balanced
270,46.4,17.9,24.1,1.9,22.9,263,Unbalanced
395,17.0,65.1,22.4,4.2,14.8,184,Balanced
542,2.3,5.8,4.0,6.2,28.2,339,Unbalanced
266,48.0,68.7,11.2,9.2,44.0,278,Balanced
174,45.4,64.7,47.9,2.9,14.7,963,Unbalanced
373,40.0,52.2,43.3,0.7,9.4,848,Balanced
149,11.5,21.0,4.9,5.2,28.2,869,Balanced
343,16.5,74.1,14.6,3.0,18.1,181,Balanced
539,45.2,15.4,18.2,3.5,21.4,536,Balanced
179,41.3,33.2,23.1,7.1,20.9,643,Unbalanced
315,40.3,94.3,29.4,3.0,44.4,21,Unbalanced
277,19.5,97.2,12.7,2.8,38.5,71,Balanced
492,39.7,41.3,25.8,6.7,39.4,662,Balanced
554,47.0,56.8,45.2,8.8,4.4,641,Balanced
160,3.5,45.9,8.1,4.6,29.1,125,Unbalanced
91,30.1,68.7,6.6,1.2,20.4,313,Unbalanced
340,9.2,17.1,15.5,9.6,15.4,509,Balanced
174,7.0,99.8,47.2,3.2,48.9,947,Balanced
554,36.4,86.5,15.4,9.6,1.6,114,Balanced
379,32.8,15.3,12.5,6.7,19.3,543,Balanced
516,17.9,93.4,38.3,0.8,19.0,410,Balanced
532,1.8,94.2,5.3,3.9,46.1,185,Unbalanced
458,21.5,85.7,8.5,1.0,35.1,609,Balanced
418,28.6,65.3,16.1,1.8,20.5,849,Balanced
73,15.6,14.8,14.4,8.6,28.4,68,Balanced
382,40.4,54.2,1.9,9.1,15.7,35,Balanced
272,49.6,5.7,16.9,6.8,30.7,903,Unbalanced
549,35.6,25.8,39.8,8.6,0.7,85,Balanced
467,16.4,85.8,32.3,6.3,47.5,636,Balanced
536,32.7,29.2,45.8,8.9,27.5,793,Balanced
365,40.7,49.0,17.4,0.3,34.0,103,Balanced
145,18.9,59.3,28.4,5.6,3.9,473,Unbalanced
230,38.0,32.6,50.0,4.4,10.0,188,Balanced
569,46.9,18.3,10.6,5.3,10.5,220,Balanced
499,40.7,50.9,48.4,4.3,15.7,238,Balanced
130,47.5,67.4,44.5,4.3,15.4,252,Unbalanced
552,20.9,21.7,8.0,2.2,48.8,802,Balanced
71,22.3,46.9,49.0,6.1,12.5,950,Unbalanced
470,42.7,14.6,24.9,6.0,14.5,144,Unbalanced
443,49.8,50.2,33.4,5.2,11.8,484,Balanced
477,14.3,91.8,22.2,6.3,29.5,787,Balanced
292,48.8,17.2,17.9,0.6,20.1,941,Unbalanced
85,45.2,90.9,33.3,5.4,11.5,972,Unbalanced
487,41.7,33.0,45.1,7.9,26.8,278,Balanced
549,13.8,23.8,9.0,1.7,40.1,341,Balanced
177,38.6,95.9,42.1,3.6,45.6,239,Unbalanced
281,48.6,89.1,1.9,5.1,5.6,859,Unbalanced
373,31.2,66.0,6.5,8.2,24.6,647,Balanced
526,11.6,41.9,9.8,1.6,47.7,822,Unbalanced
487,38.5,36.6,44.5,5.1,3.9,862,Balanced
369,34.7,27.4,13.6,3.1,19.1,122,Balanced
272,11.0,51.7,28.3,8.8,11.0,86,Balanced
593,13.5,86.6,48.4,1.5,41.8,189,Balanced
582,18.0,9.3,42.5,5.8,4.5,548,Balanced
277,42.4,66.0,35.6,4.1,26.8,756,Unbalanced
475,26.7,63.8,2.3,7.6,15.6,824,Balanced
155,7.7,20.5,25.7,1.2,20.6,199,Balanced
555,48.5,84.7,25.2,4.6,41.7,206,Balanced
73,6.0,21.1,18.5,7.1,21.1,221,Balanced
78,42.9,13.9,30.0,9.7,20.2,894,Balanced
263,3.8,27.3,35.9,2.2,41.9,181,Unbalanced
594,22.8,18.3,47.6,8.8,12.5,283,Balanced
571,24.6,10.8,1.6,9.5,37.9,971,Balanced
487,39.6,38.5,22.1,6.9,29.9,837,Balanced
234,31.2,30.6,34.2,1.4,45.9,482,Balanced
297,5.3,62.9,7.3,1.1,20.3,778,Balanced
243,27.5,6.0,21.1,0.1,41.2,144,Unbalanced
457,41.5,23.4,29.9,1.0,10.4,421,Unbalanced
393,8.2,93.4,4.5,9.3,9.6,302,Balanced
553,37.8,71.7,43.2,6.6,39.3,257,Balanced
139,26.1,42.5,33.5,4.8,28.4,214,Unbalanced
329,22.2,99.2,37.9,6.4,24.2,63,Balanced
405,25.8,88.4,4.4,5.9,26.7,630,Balanced
577,9.9,88.9,48.8,0.2,9.4,629,Balanced
449,29.2,19.4,37.1,9.1,32.2,875,Balanced
411,43.5,57.5,19.5,9.7,32.2,500,Balanced
526,14.1,41.7,5.5,5.8,13.0,275,Balanced
261,27.2,20.5,42.8,3.5,8.8,938,Unbalanced
343,38.0,26.2,23.0,2.0,16.7,266,Unbalanced
87,37.9,73.6,36.6,2.7,45.6,193,Unbalanced
139,20.0,7.1,33.9,2.3,5.6,300,Unbalanced
371,1.4,32.7,32.3,2.2,8.2,191,Unbalanced
346,35.2,97.6,29.1,5.6,39.6,518,Unbalanced
375,35.3,22.8,42.5,7.1,48.9,942,Unbalanced
557,22.2,99.5,24.7,7.7,2.4,166,Balanced
444,9.4,44.6,25.5,4.1,2.0,374,Unbalanced
110,24.9,76.9,34.2,4.4,18.8,299,Unbalanced
180,42.9,22.5,9.6,9.6,5.0,296,Balanced
568,44.0,92.2,44.4,3.7,37.1,95,Balanced
163,15.5,47.8,9.6,4.1,19.4,325,Unbalanced
141,27.4,34.9,48.8,9.0,32.0,182,Balanced
267,35.5,22.3,25.4,6.7,8.0,725,Unbalanced
193,4.3,15.4,26.5,8.6,34.3,234,Balanced
333,19.2,17.9,31.4,8.0,38.7,773,Balanced
353,38.7,30.9,24.8,3.4,24.5,777,Unbalanced
76,37.8,68.8,21.7,2.9,22.0,608,Unbalanced
115,25.6,36.7,45.1,2.1,22.2,110,Unbalanced
574,19.2,50.6,16.6,0.3,7.4,454,Balanced
363,12.9,6.1,15.4,1.8,48.6,452,Balanced
556,28.9,99.7,9.9,8.3,6.3,658,Balanced
453,41.4,76.3,15.3,5.7,32.6,341,Balanced
195,47.7,35.7,22.9,7.8,38.1,493,Unbalanced
519,28.6,15.9,36.9,0.1,4.6,972,Balanced
559,36.0,56.0,14.4,7.8,46.4,862,Balanced
168,3.7,93.8,42.4,0.5,19.1,889,Unbalanced
320,44.3,13.7,43.1,9.9,27.1,778,Balanced
391,38.4,96.0,17.6,9.3,33.6,168,Balanced
296,33.8,10.6,5.3,8.4,0.2,754,Balanced
127,2.2,76.2,10.3,6.2,5.8,413,Unbalanced
270,5.6,19.2,1.8,2.4,35.3,184,Unbalanced
144,16.9,38.1,10.2,2.2,34.4,839,Unbalanced
551,28.6,55.5,37.8,0.5,30.5,139,Balanced
142,9.0,64.3,49.7,3.1,18.9,137,Balanced
115,12.6,50.2,5.5,7.1,11.4,331,Unbalanced
458,49.5,29.3,14.0,9.3,20.3,507,Balanced
151,16.2,86.2,18.5,7.7,32.8,275,Unbalanced
449,16.6,82.4,22.4,4.9,42.7,634,Balanced
546,36.1,43.1,16.7,5.9,42.1,665,Balanced
318,18.5,16.0,28.8,1.2,41.7,500,Balanced
324,26.2,7.4,11.8,3.4,42.1,478,Balanced
125,48.3,70.6,26.4,9.3,27.4,694,Balanced
96,24.4,95.0,25.7,2.1,0.7,544,Unbalanced
171,39.8,22.5,38.1,7.3,41.2,420,Balanced
267,13.4,6.1,4.0,6.5,47.0,681,Balanced
512,27.1,21.9,37.9,0.6,23.5,2,Balanced
271,31.8,72.2,41.5,9.6,22.8,58,Balanced
449,2.8,39.5,48.8,6.8,8.9,389,Unbalanced
498,48.6,99.2,45.4,4.3,34.1,749,Unbalanced
188,37.0,69.4,11.5,1.0,37.2,426,Unbalanced
268,48.4,29.3,15.8,8.1,18.8,720,Balanced
516,1.5,7.3,32.6,1.9,25.8,892,Unbalanced
117,12.1,50.6,35.8,3.8,4.5,61,Unbalanced
175,17.4,57.6,10.9,5.4,29.6,948,Unbalanced
315,25.0,40.5,20.1,0.3,18.2,837,Balanced
436,44.9,58.9,21.2,7.4,8.6,407,Balanced
