Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),label
86,40.1,5.2,27.0,1.9,19.0,30,Unbalanced
233,4.3,15.2,10.7,3.5,49.6,198,Unbalanced
298,34.0,24.4,20.6,5.9,23.2,819,Unbalanced
571,26.9,80.9,29.2,9.8,42.2,515,Balanced
168,12.0,60.6,29.1,7.9,9.9,118,Balanced
458,39.3,37.1,45.1,7.9,4.5,982,Balanced
345,19.3,36.8,45.6,6.9,9.0,332,Balanced
309,25.1,53.1,31.1,1.1,45.6,513,Unbalanced
388,11.8,60.9,36.7,3.8,34.1,578,Balanced
60,14.9,73.8,27.6,2.3,46.4,868,Unbalanced
561,12.1,84.9,38.9,8.8,12.7,913,Balanced
376,9.8,9.1,5.1,2.2,2.7,825,Balanced
180,3.3,80.0,17.7,2.2,40.8,198,Unbalanced
347,29.0,80.6,39.1,7.0,36.4,636,Balanced
350,22.0,38.1,30.0,4.9,16.5,923,Balanced
245,15.6,64.2,14.1,5.4,20.4,711,Balanced
388,37.8,21.5,34.9,2.1,45.8,270,Unbalanced
204,38.7,95.2,20.9,1.3,16.3,897,Unbalanced
180,14.2,49.0,19.7,7.2,29.4,515,Balanced
519,31.9,92.1,5.4,2.6,23.8,292,Unbalanced
248,25.8,47.5,43.4,3.3,11.0,915,Unbalanced
485,29.6,8.8,2.5,4.7,48.2,507,Balanced
342,45.0,17.6,2.0,4.2,19.2,522,Unbalanced
507,44.7,8.6,22.1,1.7,38.7,291,Unbalanced
304,40.9,46.1,14.0,7.6,20.4,798,Balanced
77,19.5,43.4,10.9,2.7,42.2,153,Unbalanced
87,41.5,93.5,28.7,8.0,47.8,366,Unbalanced
184,49.3,96.6,45.4,4.7,22.5,844,Unbalanced
134,22.7,97.1,11.7,3.4,40.6,434,Unbalanced
353,48.2,13.3,18.9,5.6,7.7,308,Balanced
555,17.2,59.1,19.2,6.3,30.6,555,Balanced
168,26.3,26.0,40.4,1.6,24.9,62,Unbalanced
185,1.5,76.1,13.3,0.7,45.3,814,Unbalanced
363,10.8,36.6,15.3,2.0,47.2,863,Unbalanced
389,27.1,21.6,29.2,4.1,20.0,17,Balanced
293,3.4,93.9,31.3,8.5,10.7,901,Unbalanced
527,11.3,29.7,7.8,0.6,42.0,190,Unbalanced
153,36.0,95.1,30.1,7.7,39.3,461,Unbalanced
342,5.2,35.8,49.5,9.7,33.5,414,Unbalanced
292,40.9,72.1,38.4,2.7,13.3,162,Unbalanced
424,28.5,89.0,38.1,3.0,8.2,790,Balanced
169,33.4,71.2,13.0,1.5,0.5,577,Unbalanced
257,37.8,82.9,26.4,8.9,35.2,932,Unbalanced
347,3.3,13.0,31.3,5.0,41.5,313,Unbalanced
127,19.3,8.6,41.8,2.2,8.4,178,Unbalanced
556,39.3,77.2,40.3,5.2,46.7,330,Balanced
425,46.9,36.9,42.2,7.8,12.7,202,Unbalanced
152,37.3,22.5,23.5,6.6,40.5,921,Balanced
310,18.8,59.5,2.7,1.5,17.1,812,Unbalanced
318,17.5,18.6,49.8,3.7,48.3,584,Balanced
480,42.3,61.5,46.3,0.1,21.9,849,Unbalanced
526,24.5,21.4,10.2,2.8,6.2,188,Balanced
595,5.5,51.8,33.0,6.5,12.2,615,Balanced
388,38.9,78.5,6.3,2.7,44.1,657,Unbalanced
101,38.4,47.1,42.8,1.5,31.6,438,Unbalanced
497,33.6,12.2,25.9,0.4,16.8,448,Unbalanced
580,43.1,65.0,42.6,4.7,22.1,814,Balanced
110,10.1,50.3,43.1,6.4,39.0,53,Unbalanced
400,11.5,55.1,30.2,7.6,49.2,201,Balanced
490,28.5,78.8,11.9,4.6,22.9,811,Balanced
201,38.7,44.3,29.0,0.9,37.6,234,Unbalanced
168,10.7,84.5,27.9,9.5,5.7,847,Balanced
187,19.6,64.4,3.7,1.0,39.8,763,Unbalanced
128,22.6,21.4,23.3,5.9,43.2,30,Unbalanced
260,22.7,27.8,26.6,1.3,25.8,678,Unbalanced
436,48.5,88.2,15.6,8.1,32.5,420,Balanced
90,38.4,34.9,15.1,5.0,29.3,171,Unbalanced
102,17.9,51.8,28.5,2.4,41.7,700,Unbalanced
580,47.5,43.6,17.2,2.4,19.4,286,Balanced
177,6.1,27.3,27.3,2.9,29.7,368,Balanced
121,45.5,65.9,32.8,3.0,16.2,978,Unbalanced
599,36.1,81.6,49.3,8.7,0.8,290,Balanced
73,1.6,8.0,3.3,1.7,28.0,386,Unbalanced
243,21.0,28.0,43.6,9.9,26.2,40,Balanced
159,31.0,78.3,9.0,6.2,1.8,152,Balanced
285,4.0,39.2,41.4,0.3,46.8,913,Unbalanced
325,30.9,25.3,31.6,9.4,41.1,147,Unbalanced
289,48.9,13.5,46.1,7.0,40.7,439,Unbalanced
355,14.2,21.6,48.3,3.6,42.4,547,Balanced
182,28.3,73.6,43.1,6.6,14.1,112,Unbalanced
426,19.3,17.8,18.0,4.0,35.2,314,Balanced
354,39.0,41.1,41.4,4.9,14.1,621,Balanced
334,42.0,79.1,17.3,6.0,21.0,222,Unbalanced
105,45.7,16.9,17.8,4.9,30.8,84,Balanced
411,12.5,65.4,1.3,3.3,28.8,402,Balanced
264,22.1,75.8,36.1,7.2,5.1,223,Balanced
71,18.8,81.5,48.9,0.1,18.2,882,Unbalanced
154,27.6,72.2,28.6,1.7,19.9,570,Unbalanced
242,23.1,13.8,6.5,3.9,6.7,337,Balanced
272,40.4,25.6,18.4,5.1,33.7,52,Unbalanced
429,12.1,20.4,40.2,5.3,13.7,16,Balanced
231,25.6,28.4,28.4,2.8,29.2,140,Unbalanced
440,32.6,82.2,40.2,4.5,22.6,236,Balanced
140,46.7,11.4,48.9,3.7,10.5,812,Unbalanced
296,2.0,98.3,35.8,7.0,12.2,136,Unbalanced
335,17.9,5.1,17.1,6.3,6.4,533,Balanced
373,24.2,76.2,15.8,1.8,39.2,335,Unbalanced
500,34.0,57.7,9.5,7.8,33.5,841,Balanced
516,14.0,8.6,18.9,7.0,40.0,99,Balanced
487,47.9,48.4,45.1,3.9,43.1,281,Unbalanced
153,49.1,82.8,14.8,2.8,33.3,824,Unbalanced
212,8.6,71.4,17.3,9.6,25.1,218,Balanced
516,7.5,89.1,9.2,7.6,29.2,240,Unbalanced
459,47.5,60.1,22.6,1.8,4.5,475,Balanced
313,18.5,64.5,27.7,3.4,17.6,157,Balanced
382,10.3,93.5,1.2,0.4,23.7,402,Unbalanced
355,8.8,74.3,49.0,7.5,30.0,600,Unbalanced
218,43.9,18.9,29.1,9.8,34.1,574,Unbalanced
255,40.6,40.3,16.6,1.5,49.0,420,Unbalanced
171,38.9,15.2,18.8,8.0,9.3,145,Unbalanced
353,32.4,49.0,24.6,2.2,5.6,757,Balanced
438,40.9,14.7,12.0,1.5,33.7,40,Unbalanced
300,5.1,32.0,36.1,5.4,41.0,329,Unbalanced
562,36.4,16.9,30.6,8.6,45.0,582,Balanced
269,44.3,16.1,35.4,2.9,39.9,582,Unbalanced
80,28.2,18.3,47.4,7.9,34.9,618,Unbalanced
465,26.7,34.5,28.0,2.1,22.6,797,Unbalanced
85,27.4,92.3,46.4,5.6,33.3,758,Unbalanced
404,40.6,41.1,39.5,3.7,35.8,978,Unbalanced
548,47.5,67.1,29.2,5.6,43.4,165,Balanced
134,28.5,42.0,19.2,0.4,31.7,271,Unbalanced
332,28.4,63.9,27.0,8.4,45.5,843,Balanced
480,24.1,51.9,39.8,1.3,4.4,757,Balanced
372,40.2,43.3,48.1,2.3,16.1,192,Unbalanced
306,4.8,13.9,18.5,9.4,36.7,749,Unbalanced
412,47.2,57.6,42.8,4.1,48.5,809,Balanced
107,21.0,92.4,7.8,5.6,33.7,645,Unbalanced
505,46.3,94.9,34.3,4.4,47.9,147,Unbalanced
52,42.9,64.1,45.3,3.0,41.6,539,Unbalanced
288,23.8,6.9,30.5,7.9,15.8,636,Balanced
223,38.3,79.7,15.7,2.5,32.6,203,Unbalanced
160,16.3,91.2,41.2,9.0,31.1,835,Unbalanced
561,15.3,85.5,8.5,1.7,31.2,639,Balanced
515,2.0,48.5,14.1,9.3,18.1,217,Balanced
524,42.7,90.9,32.6,3.2,46.3,118,Balanced
184,33.1,96.6,32.5,5.6,37.8,499,Unbalanced
480,2.1,21.1,8.2,7.0,22.7,256,Unbalanced
358,20.9,72.6,3.8,1.1,43.9,602,Unbalanced
154,20.1,75.5,23.3,2.6,16.3,192,Unbalanced
384,6.1,86.5,36.8,9.4,30.7,564,Unbalanced
544,2.0,17.7,14.2,5.6,42.9,177,Balanced
141,49.2,30.3,17.0,2.8,16.3,255,Unbalanced
378,47.5,47.1,10.1,9.0,8.6,568,Balanced
95,12.3,12.1,7.9,7.7,15.1,188,Balanced
492,15.9,40.0,43.6,8.3,36.6,542,Balanced
450,18.7,57.1,41.0,2.4,25.4,657,Balanced
415,41.5,11.7,28.0,4.7,46.3,265,Unbalanced
290,14.1,64.5,9.6,7.1,0.1,353,Balanced
299,22.8,97.5,24.0,5.7,15.6,628,Balanced
306,6.5,75.7,38.3,1.7,47.7,389,Unbalanced
479,29.9,28.5,39.1,1.6,10.1,500,Balanced
503,22.9,92.0,44.6,9.5,16.6,869,Balanced
94,32.4,26.3,11.9,9.1,12.4,23,Unbalanced
276,20.4,42.9,19.0,2.9,21.2,536,Balanced
315,26.1,81.1,11.6,3.1,6.8,128,Balanced
344,30.0,58.9,18.0,4.3,3.4,831,Balanced
410,46.8,24.7,4.1,4.4,25.3,81,Unbalanced
574,26.4,86.3,47.8,1.9,37.8,886,Balanced
314,41.3,54.7,39.5,1.8,27.6,860,Unbalanced
224,7.9,11.9,31.0,7.7,16.4,265,Balanced
379,26.5,57.3,39.2,6.3,0.6,85,Balanced
480,43.8,26.9,38.6,6.2,3.2,140,Balanced
318,33.9,95.2,42.8,5.0,29.4,935,Unbalanced
504,20.3,80.1,8.7,2.6,10.3,160,Balanced
263,26.1,38.0,29.0,4.1,21.0,712,Balanced
202,29.2,84.1,12.2,3.0,35.2,383,Unbalanced
65,4.0,68.9,32.2,6.2,44.4,80,Balanced
220,39.6,37.0,31.9,6.4,42.6,247,Unbalanced
495,36.5,71.6,7.0,2.7,24.3,608,Balanced
80,46.0,7.0,17.8,7.8,16.5,605,Unbalanced
284,1.8,42.6,1.2,5.0,36.0,995,Balanced
173,32.5,85.9,6.5,7.6,7.7,752,Balanced
324,6.7,51.9,5.1,2.4,29.8,661,Unbalanced
574,46.1,50.7,22.2,4.4,20.0,644,Balanced
60,30.3,62.3,29.9,7.0,3.9,42,Unbalanced
169,12.9,93.8,17.5,2.5,28.9,931,Unbalanced
202,18.4,34.8,40.8,3.8,12.1,675,Unbalanced
558,8.4,90.8,9.4,8.4,36.9,218,Unbalanced
182,26.3,24.1,41.8,6.9,24.2,760,Balanced
461,4.6,48.9,27.3,3.1,27.8,964,Unbalanced
180,20.2,92.3,46.0,4.9,23.7,442,Unbalanced
257,3.9,89.2,17.6,8.9,33.7,124,Unbalanced
182,19.5,92.6,3.2,5.3,19.5,238,Unbalanced
429,17.1,44.0,30.5,7.7,36.9,82,Balanced
521,23.0,76.3,4.3,7.1,6.7,14,Balanced
326,1.5,32.1,27.6,4.1,26.8,123,Unbalanced
148,24.9,91.2,37.7,1.5,21.7,26,Unbalanced
410,46.6,29.7,47.8,6.8,47.2,145,Unbalanced
210,27.4,45.6,17.5,0.2,11.2,673,Unbalanced
89,8.4,12.4,46.2,5.1,44.9,826,Balanced
275,15.9,72.3,11.2,0.9,9.5,306,Unbalanced
309,32.7,77.9,45.9,6.0,20.8,500,Unbalanced
220,22.5,42.7,42.5,1.3,22.1,961,Unbalanced
349,45.4,45.8,38.9,4.5,7.9,429,Balanced
304,16.9,14.9,31.4,9.7,27.6,247,Balanced
241,35.1,83.9,19.3,3.2,18.4,847,Unbalanced
549,16.8,15.3,37.9,4.3,15.6,434,Balanced
80,16.9,50.1,35.5,6.6,15.7,125,Unbalanced
52,34.7,36.5,6.3,6.3,5.9,336,Unbalanced
462,4.1,89.4,33.6,0.2,44.8,109,Unbalanced
552,1.2,48.7,14.2,7.6,49.2,618,Balanced
326,39.5,49.8,7.5,6.4,9.7,136,Balanced
536,41.1,83.5,19.5,3.1,9.1,995,Balanced
439,37.6,41.2,16.4,1.2,32.7,785,Balanced
442,49.5,14.8,26.5,2.9,0.9,849,Unbalanced
94,11.7,64.1,29.9,5.8,47.1,55,Unbalanced
251,28.1,84.0,23.0,3.0,12.1,738,Unbalanced
394,23.7,26.7,47.5,0.6,18.2,89,Unbalanced
166,10.7,72.5,8.5,1.6,3.3,39,Balanced
55,34.7,90.0,18.4,7.6,14.2,441,Unbalanced
581,10.9,74.2,9.1,1.9,42.3,81,Unbalanced
293,10.4,37.3,10.2,8.3,24.7,873,Balanced
407,35.2,84.3,42.3,4.9,25.4,629,Balanced
307,1.1,71.0,12.9,0.1,5.1,704,Unbalanced
330,20.9,46.4,47.6,0.6,24.8,333,Balanced
242,10.3,39.7,32.1,2.6,49.3,561,Unbalanced
53,45.6,44.9,4.3,9.1,1.6,391,Unbalanced
331,9.4,86.7,2.2,2.7,39.9,934,Unbalanced
419,46.0,29.0,4.3,1.1,24.8,305,Unbalanced
434,24.3,57.4,12.5,3.8,34.8,76,Balanced
257,10.5,87.5,28.9,2.4,10.0,925,Unbalanced
479,8.2,38.4,4.0,9.5,27.6,620,Unbalanced
552,45.8,19.4,14.1,0.6,29.9,908,Balanced
375,3.8,19.8,18.3,5.4,2.8,557,Balanced
311,8.1,17.3,11.4,4.8,20.6,749,Balanced
496,4.4,69.3,13.5,0.4,18.3,83,Balanced
180,17.6,38.6,12.9,1.2,6.5,998,Unbalanced
162,13.6,90.9,26.0,4.9,20.2,156,Balanced
234,8.0,12.3,1.3,4.7,46.1,286,Balanced
538,3.9,63.6,19.2,6.3,18.2,495,Balanced
444,40.9,52.9,44.8,3.2,2.6,520,Balanced
412,10.3,65.0,31.8,5.8,0.6,943,Balanced
193,4.3,47.7,1.4,1.1,7.8,91,Unbalanced
556,31.0,10.5,31.0,3.1,18.3,729,Balanced
292,34.7,88.0,16.9,9.4,13.7,344,Unbalanced
286,35.4,23.3,43.6,8.1,23.6,159,Unbalanced
582,29.3,48.0,39.9,0.8,38.9,644,Unbalanced
69,19.3,68.6,29.2,0.8,40.2,953,Unbalanced
251,1.7,92.6,25.2,5.5,43.8,772,Unbalanced
78,41.5,86.0,26.1,4.0,34.6,387,Unbalanced
545,6.2,92.8,47.1,7.7,44.7,473,Unbalanced
309,35.0,67.7,32.9,7.4,22.4,718,Unbalanced
397,7.0,14.0,45.7,3.3,48.1,48,Unbalanced
233,31.5,14.4,4.3,0.6,33.7,98,Unbalanced
134,37.0,77.0,46.4,2.0,24.4,667,Unbalanced
467,42.0,56.6,47.8,0.6,5.3,794,Balanced
493,32.1,55.0,27.0,4.9,22.7,580,Balanced
510,35.8,44.3,49.7,5.6,49.4,355,Balanced
531,29.7,17.5,21.0,2.1,47.5,636,Unbalanced
107,32.9,93.1,43.4,6.0,18.4,369,Unbalanced
423,49.0,79.4,39.8,1.3,42.8,623,Unbalanced
500,5.6,62.9,6.6,6.8,34.3,641,Balanced
518,9.7,54.8,45.5,5.6,47.8,815,Unbalanced
145,36.1,68.5,47.1,7.1,33.4,96,Unbalanced
345,21.0,85.3,13.8,0.9,43.6,207,Unbalanced
339,1.0,13.9,45.0,1.2,7.1,225,Unbalanced
322,11.5,63.5,22.1,3.1,41.3,212,Balanced
301,9.2,5.4,34.9,1.7,30.5,824,Unbalanced
599,7.1,97.2,19.9,5.8,29.5,967,Balanced
51,28.0,75.2,38.8,8.4,33.5,317,Unbalanced
73,4.1,43.1,14.2,7.4,11.0,317,Balanced
520,18.8,47.9,19.2,8.1,6.9,218,Balanced
435,12.8,27.5,37.2,2.4,25.7,572,Unbalanced
217,30.6,98.3,13.2,0.9,47.3,700,Unbalanced
427,46.1,14.5,15.1,0.3,30.9,77,Unbalanced
100,47.6,61.2,14.9,3.0,33.1,411,Unbalanced
413,11.8,73.6,24.3,8.5,24.3,70,Balanced
64,9.7,30.4,38.6,7.5,12.3,321,Unbalanced
508,7.2,28.4,20.2,8.0,35.3,63,Unbalanced
162,35.6,58.0,1.2,9.3,22.7,524,Unbalanced
416,28.7,39.0,5.8,2.5,26.5,977,Unbalanced
502,39.9,61.0,21.7,5.0,10.7,346,Balanced
412,9.1,23.8,26.9,6.7,34.7,601,Unbalanced
54,2.4,48.2,11.4,8.1,40.9,313,Balanced
418,29.9,13.6,11.3,6.9,42.0,824,Balanced
251,46.0,42.5,39.6,1.6,7.1,11,Unbalanced
544,23.1,34.9,49.2,7.6,3.3,42,Balanced
134,39.1,96.8,44.7,8.8,1.4,694,Balanced
426,7.4,17.8,38.2,9.7,22.8,359,Unbalanced
291,5.6,60.1,46.7,9.4,40.8,876,Unbalanced
243,27.1,88.7,35.0,1.2,34.8,778,Unbalanced
309,41.1,77.2,49.2,8.5,3.6,692,Balanced
441,14.5,12.5,4.9,7.9,33.3,26,Balanced
264,36.8,50.4,43.5,8.9,16.7,369,Unbalanced
172,47.6,26.9,20.1,2.4,23.0,110,Unbalanced
192,7.8,41.3,47.4,6.0,27.8,791,Balanced
92,40.9,20.7,2.3,3.6,6.2,438,Balanced
107,19.4,54.6,27.6,2.9,4.2,931,Unbalanced
252,11.2,25.9,26.0,2.5,39.1,306,Unbalanced
521,48.3,35.2,39.2,0.5,19.7,269,Unbalanced
450,11.6,24.3,46.4,2.8,10.8,414,Balanced
63,41.7,60.6,29.2,1.3,3.2,783,Unbalanced
453,46.1,51.7,11.6,4.0,47.9,175,Balanced
196,1.2,13.2,20.9,6.1,40.6,729,Unbalanced
69,14.0,77.4,38.1,3.6,14.6,641,Unbalanced
405,26.6,29.1,27.1,4.6,27.6,123,Balanced
279,49.5,72.6,44.8,6.7,37.1,166,Unbalanced
262,43.1,16.8,17.5,2.2,22.9,483,Unbalanced
109,29.5,85.4,2.4,8.2,44.8,581,Unbalanced
79,29.7,46.3,2.3,3.1,28.2,608,Balanced
223,18.9,51.1,42.2,5.8,33.0,290,Balanced
472,7.5,49.1,9.4,8.6,28.4,95,Unbalanced
552,1.3,96.8,28.9,5.4,42.4,693,Unbalanced
485,25.5,15.2,20.2,7.0,17.2,542,Balanced
510,29.3,8.3,42.2,5.7,43.0,453,Balanced
223,44.5,15.7,36.6,0.3,31.3,81,Unbalanced
577,22.8,39.3,39.4,3.2,44.3,572,Balanced
213,12.8,15.2,22.8,5.5,17.9,526,Balanced
166,22.5,35.6,21.6,2.6,47.4,792,Unbalanced
520,29.5,93.8,30.0,8.1,39.6,361,Balanced
429,5.1,97.0,10.7,7.0,15.8,577,Balanced
244,19.1,21.9,47.8,8.9,20.7,587,Balanced
131,13.5,25.9,24.7,0.6,2.9,745,Unbalanced
537,41.1,59.8,18.7,6.5,19.5,271,Balanced
153,33.9,29.7,42.3,8.1,48.8,926,Unbalanced
312,31.4,71.7,12.4,6.2,22.1,379,Unbalanced
125,47.0,96.2,4.6,4.9,16.8,668,Balanced
206,3.7,19.8,45.7,6.8,39.6,352,Unbalanced
342,42.6,23.4,6.4,3.2,16.8,250,Unbalanced
375,7.7,53.8,8.1,3.6,47.1,561,Balanced
592,4.5,36.7,22.4,4.2,48.7,828,Balanced
490,11.1,48.7,46.2,7.1,18.0,499,Unbalanced
205,40.3,16.1,2.7,8.8,18.0,121,Unbalanced
60,5.0,20.4,46.0,8.6,3.7,513,Balanced
298,7.1,41.8,6.8,6.6,37.7,992,Balanced
83,9.1,90.1,29.0,6.0,8.2,389,Unbalanced
527,19.6,8.1,49.9,5.1,41.6,655,Balanced
141,35.4,32.4,49.8,2.6,12.1,944,Unbalanced
178,6.1,29.6,30.3,9.0,29.1,557,Balanced
265,2.8,81.0,41.9,7.8,46.2,670,Unbalanced
169,9.2,82.2,46.7,6.7,5.1,481,Balanced
554,48.6,51.4,13.5,2.0,19.0,517,Unbalanced
496,4.1,75.6,9.2,4.9,34.3,91,Balanced
458,49.2,15.1,31.8,9.8,16.2,458,Unbalanced
535,25.9,38.9,24.8,5.2,10.2,281,Balanced
304,19.2,51.0,15.5,0.0,31.5,734,Unbalanced
273,7.0,94.4,4.7,9.7,27.0,279,Balanced
419,23.4,82.0,34.9,8.4,44.5,629,Balanced
523,39.7,66.0,25.4,8.1,42.3,43,Balanced
371,6.2,59.1,20.5,2.3,16.8,358,Unbalanced
316,26.1,77.0,40.0,3.4,18.2,45,Balanced
592,43.4,14.8,33.4,3.9,26.5,538,Balanced
423,49.3,31.2,30.1,7.6,28.1,679,Unbalanced
432,8.4,26.3,49.0,6.3,24.2,652,Unbalanced
540,46.8,72.3,7.1,9.1,8.2,974,Balanced
486,43.8,22.5,2.9,2.1,27.0,991,Unbalanced
121,44.1,61.0,46.5,0.6,10.3,359,Unbalanced
275,12.0,76.5,16.5,8.3,13.7,82,Balanced
65,2.7,78.7,39.4,2.1,46.1,267,Unbalanced
593,6.1,54.4,28.8,5.9,44.3,531,Unbalanced
67,28.8,24.7,17.4,2.6,26.0,913,Unbalanced
227,46.5,6.6,33.7,4.0,35.1,966,Unbalanced
481,21.1,12.6,45.2,8.8,6.6,784,Balanced
342,44.2,75.8,29.7,6.6,2.4,25,Balanced
513,48.7,50.7,2.1,1.1,36.5,1,Unbalanced
346,7.3,61.1,21.1,10.0,5.7,666,Balanced
227,42.0,73.3,29.1,3.8,34.3,76,Unbalanced
587,33.8,12.9,6.9,6.7,43.6,873,Balanced
369,37.7,76.5,20.9,7.9,10.6,684,Unbalanced
364,6.5,82.0,49.9,1.6,30.0,540,Unbalanced
107,15.0,97.1,26.5,3.1,35.0,245,Unbalanced
480,10.9,11.6,44.7,2.8,46.0,353,Unbalanced
128,24.7,15.3,2.3,7.0,28.3,291,Balanced
275,22.0,50.7,8.1,9.0,16.4,64,Balanced
192,49.3,85.1,18.4,7.3,35.5,543,Unbalanced
74,13.0,37.9,28.4,9.7,15.6,829,Unbalanced
72,24.5,83.6,14.5,5.6,17.5,753,Unbalanced
502,44.3,57.5,24.7,5.9,48.5,12,Balanced
448,18.1,96.7,5.5,9.9,48.7,778,Balanced
74,36.8,97.5,8.4,8.4,24.6,555,Unbalanced
233,29.4,84.5,19.2,3.6,23.3,842,Unbalanced
491,34.2,91.4,5.2,3.6,33.2,281,Balanced
297,47.1,47.5,38.7,6.4,21.8,637,Balanced
129,30.0,46.1,40.5,6.5,35.8,461,Unbalanced
488,21.9,14.5,3.5,6.3,20.4,165,Balanced
510,11.9,99.5,40.7,1.0,29.5,566,Unbalanced
517,46.5,23.4,15.0,9.3,21.6,101,Balanced
292,29.0,48.8,5.5,0.7,19.7,766,Unbalanced
428,39.7,51.5,50.0,8.1,1.6,792,Balanced
91,40.6,60.8,48.3,9.4,24.7,675,Unbalanced
200,41.7,16.5,22.3,7.8,35.8,519,Unbalanced
120,13.7,68.6,37.2,0.7,16.5,738,Unbalanced
463,38.4,95.3,27.7,7.5,3.4,870,Balanced
358,30.5,44.2,40.8,3.1,48.5,365,Balanced
442,17.1,77.9,35.0,1.2,16.7,257,Unbalanced
328,45.4,31.1,12.2,8.1,8.0,589,Balanced
445,7.7,21.6,43.9,4.8,16.4,608,Unbalanced
584,11.6,45.2,47.6,4.0,1.4,642,Balanced
336,1.4,12.0,9.8,0.2,9.3,587,Unbalanced
81,40.0,73.5,11.8,0.1,29.7,770,Unbalanced
55,4.6,62.8,12.0,3.1,10.6,683,Balanced
468,30.2,56.4,34.3,2.4,39.5,183,Balanced
453,33.5,90.1,49.7,9.5,41.2,136,Balanced
121,42.0,52.2,34.2,1.4,45.3,681,Unbalanced
569,3.3,16.7,9.6,3.8,37.9,333,Unbalanced
401,3.2,92.0,17.0,0.6,43.2,859,Unbalanced
398,41.8,22.4,44.0,9.9,33.0,889,Unbalanced
556,24.7,74.8,45.1,3.8,16.3,706,Balanced
76,44.3,11.1,40.7,3.0,18.0,948,Balanced
596,8.4,79.6,36.3,7.4,37.6,922,Balanced
139,14.8,87.0,6.4,4.2,5.2,815,Unbalanced
434,29.1,20.2,39.4,2.2,16.7,847,Unbalanced
466,4.9,52.1,14.6,6.4,15.2,170,Balanced
522,24.2,88.7,40.6,4.2,24.0,657,Balanced
553,49.2,87.4,22.9,3.9,0.3,260,Balanced
86,24.2,32.2,6.4,0.0,48.0,812,Unbalanced
365,39.3,31.0,20.2,8.8,23.3,378,Unbalanced
488,6.4,15.0,34.2,7.5,10.9,841,Balanced
496,8.8,13.6,46.9,9.0,6.1,593,Balanced
359,11.2,56.6,9.3,4.2,49.5,361,Balanced
332,5.3,20.7,25.3,7.0,9.3,382,Unbalanced
339,21.7,18.5,1.6,7.9,34.5,205,Balanced
439,16.2,83.4,17.2,7.7,22.4,318,Balanced
385,30.0,27.2,18.5,9.2,14.0,801,Balanced
292,38.0,40.8,36.1,0.2,14.1,49,Unbalanced
544,18.6,32.4,2.6,7.0,42.0,415,Balanced
554,36.5,56.4,31.5,0.2,6.0,120,Balanced
85,13.0,76.2,48.3,1.1,15.1,778,Unbalanced
96,10.8,44.0,44.5,3.9,7.0,390,Unbalanced
352,41.5,62.7,39.5,1.9,6.4,697,Unbalanced
105,18.1,71.3,37.4,0.5,33.1,485,Unbalanced
497,20.6,42.8,48.6,9.3,1.7,112,Balanced
129,25.4,99.8,44.9,6.7,6.8,484,Unbalanced
125,44.6,92.3,9.6,8.8,4.5,404,Unbalanced
360,7.4,44.1,24.2,2.0,38.4,263,Unbalanced
143,23.6,57.0,32.5,6.6,42.5,797,Unbalanced
223,5.7,41.3,39.9,4.3,23.5,837,Balanced
596,25.6,33.1,18.5,5.9,44.4,9,Balanced
63,33.8,64.7,41.7,7.4,11.9,110,Unbalanced
296,39.2,20.9,21.3,8.3,32.4,998,Unbalanced
72,41.7,92.7,13.4,5.9,4.3,977,Unbalanced
217,22.7,60.7,14.4,9.3,47.3,302,Unbalanced
439,35.7,19.4,11.8,1.5,0.8,547,Balanced
236,35.4,32.3,38.6,5.8,29.2,174,Balanced
512,9.8,95.6,5.4,4.6,27.6,783,Unbalanced
105,28.6,67.6,26.6,2.9,24.7,28,Unbalanced
150,17.5,23.6,36.4,8.6,24.6,861,Balanced
244,32.9,96.5,39.6,0.6,39.9,817,Unbalanced
196,1.2,52.9,41.8,8.1,43.3,536,Unbalanced
575,33.3,46.6,15.1,1.4,44.1,63,Balanced
105,5.7,17.6,29.4,4.1,30.3,993,Balanced
246,48.5,34.8,4.8,1.4,39.9,592,Unbalanced
414,16.8,76.0,17.1,1.1,23.2,950,Unbalanced
538,45.5,59.1,7.9,8.2,48.6,890,Balanced
404,19.9,45.2,15.1,9.3,28.3,93,Balanced
560,40.4,48.3,41.2,9.5,9.5,327,Balanced
109,5.9,71.6,41.7,0.1,7.9,769,Unbalanced
588,11.1,53.0,39.0,7.8,44.1,697,Unbalanced
276,17.1,61.2,2.9,8.5,11.9,459,Balanced
460,16.1,28.2,10.3,5.4,34.7,680,Balanced
442,24.5,10.0,35.7,3.7,1.1,974,Balanced
498,47.0,58.4,29.7,6.9,23.5,24,Balanced
180,7.3,49.6,3.4,2.2,34.4,705,Unbalanced
181,40.8,23.1,8.6,2.7,40.5,506,Unbalanced
450,29.8,42.6,3.0,4.7,31.3,142,Balanced
292,28.1,46.6,25.2,7.5,49.3,498,Balanced
295,1.9,6.5,43.6,1.2,39.6,146,Unbalanced
216,16.1,93.5,22.0,2.3,2.4,418,Balanced
356,11.8,18.8,1.5,1.5,39.5,333,Unbalanced
510,38.4,95.2,29.1,1.4,21.7,282,Unbalanced
95,31.6,39.2,30.7,5.1,49.7,229,Unbalanced
291,9.9,97.0,46.0,5.3,8.2,323,Balanced
355,18.4,20.4,17.3,5.6,36.3,770,Balanced
